Country,League,Season,Date,Time,TeamHome,TeamAway,FTHG,FTAG,Res
Mexico,Liga MX,2020/2021,1/10/2021,3:00,Club America,Atl. San Luis,2,1,H
Mexico,Liga MX,2020/2021,1/10/2021,18:00,Toluca,Queretaro,3,1,H
Mexico,Liga MX,2020/2021,1/9/2021,1:30,Puebla,Guadalajara Chivas,1,1,D
Mexico,Liga MX,2020/2021,1/9/2021,3:06,Club Tijuana,U.N.A.M.- Pumas,0,0,D
Mexico,Liga MX,2020/2021,1/9/2021,3:30,Mazatlan FC,Necaxa,3,2,H
Mexico,Liga MX,2020/2021,1/9/2021,23:00,Atlas,Monterrey,0,2,A
Mexico,Liga MX,2020/2021,12/15/2020,2:30,Club Leon,U.N.A.M.- Pumas,2,0,H
Mexico,Liga MX,2020/2021,12/11/2020,3:00,U.N.A.M.- Pumas,Club Leon,1,1,D
Mexico,Liga MX,2020/2021,12/7/2020,0:30,U.N.A.M.- Pumas,Cruz Azul,4,0,H
Mexico,Liga MX,2020/2021,12/6/2020,3:00,Club Leon,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2020/2021,12/4/2020,3:00,Cruz Azul,U.N.A.M.- Pumas,4,0,H
Mexico,Liga MX,2020/2021,12/3/2020,3:05,Guadalajara Chivas,Club Leon,1,1,D
Mexico,Liga MX,2020/2021,11/30/2020,0:30,Cruz Azul,U.A.N.L.- Tigres,0,1,A
Mexico,Liga MX,2020/2021,11/29/2020,1:00,Club Leon,Puebla,2,0,H
Mexico,Liga MX,2020/2021,11/29/2020,3:06,Club America,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2020/2021,11/29/2020,18:00,U.N.A.M.- Pumas,Pachuca,0,0,D
Mexico,Liga MX,2020/2021,11/27/2020,1:00,U.A.N.L.- Tigres,Cruz Azul,1,3,A
Mexico,Liga MX,2020/2021,11/27/2020,3:06,Pachuca,U.N.A.M.- Pumas,0,1,A
Mexico,Liga MX,2020/2021,11/26/2020,1:00,Puebla,Club Leon,2,1,H
Mexico,Liga MX,2020/2021,11/26/2020,3:06,Guadalajara Chivas,Club America,1,0,H
Mexico,Liga MX,2020/2021,11/23/2020,1:00,U.A.N.L.- Tigres,Toluca,2,1,H
Mexico,Liga MX,2020/2021,11/23/2020,3:10,Monterrey,Puebla,2,2,D
Mexico,Liga MX,2020/2021,11/22/2020,1:00,Santos Laguna,Pachuca,0,3,A
Mexico,Liga MX,2020/2021,11/22/2020,3:10,Guadalajara Chivas,Necaxa,1,0,H
Mexico,Liga MX,2020/2021,11/9/2020,1:06,Santos Laguna,Mazatlan FC,4,0,H
Mexico,Liga MX,2020/2021,11/9/2020,3:06,Queretaro,Club Tijuana,2,2,D
Mexico,Liga MX,2020/2021,11/8/2020,1:00,U.A.N.L.- Tigres,Atlas,1,1,D
Mexico,Liga MX,2020/2021,11/8/2020,3:00,Cruz Azul,U.N.A.M.- Pumas,1,2,A
Mexico,Liga MX,2020/2021,11/8/2020,18:00,Toluca,Club Leon,2,2,D
Mexico,Liga MX,2020/2021,11/7/2020,1:30,Puebla,Atl. San Luis,1,0,H
Mexico,Liga MX,2020/2021,11/7/2020,3:30,Juarez,Club America,1,1,D
Mexico,Liga MX,2020/2021,11/7/2020,23:00,Guadalajara Chivas,Monterrey,3,1,H
Mexico,Liga MX,2020/2021,11/7/2020,23:00,Pachuca,Necaxa,0,1,A
Mexico,Liga MX,2020/2021,11/3/2020,3:00,Club Leon,Santos Laguna,2,1,H
Mexico,Liga MX,2020/2021,11/1/2020,1:00,U.N.A.M.- Pumas,Guadalajara Chivas,2,2,D
Mexico,Liga MX,2020/2021,11/1/2020,3:06,Monterrey,Cruz Azul,1,0,H
Mexico,Liga MX,2020/2021,11/1/2020,23:30,Club America,U.A.N.L.- Tigres,3,1,H
Mexico,Liga MX,2020/2021,10/31/2020,1:30,Necaxa,Toluca,3,2,H
Mexico,Liga MX,2020/2021,10/31/2020,3:06,Club Tijuana,Pachuca,0,2,A
Mexico,Liga MX,2020/2021,10/31/2020,3:30,Juarez,Queretaro,1,0,H
Mexico,Liga MX,2020/2021,10/31/2020,23:00,Atlas,Puebla,0,1,A
Mexico,Liga MX,2020/2021,10/30/2020,3:00,Atl. San Luis,Mazatlan FC,0,5,A
Mexico,Liga MX,2020/2021,10/27/2020,3:00,Pachuca,U.N.A.M.- Pumas,1,1,D
Mexico,Liga MX,2020/2021,10/26/2020,1:06,Santos Laguna,Atl. San Luis,2,1,H
Mexico,Liga MX,2020/2021,10/25/2020,1:00,U.A.N.L.- Tigres,Juarez,1,1,D
Mexico,Liga MX,2020/2021,10/25/2020,2:00,Club America,Atlas,1,0,H
Mexico,Liga MX,2020/2021,10/25/2020,2:00,Mazatlan FC,Monterrey,1,2,A
Mexico,Liga MX,2020/2021,10/25/2020,18:00,Toluca,Club Tijuana,2,0,H
Mexico,Liga MX,2020/2021,10/25/2020,23:30,Guadalajara Chivas,Cruz Azul,0,2,A
Mexico,Liga MX,2020/2021,10/24/2020,1:30,Puebla,Club Leon,1,2,A
Mexico,Liga MX,2020/2021,10/24/2020,23:00,Queretaro,Necaxa,0,1,A
Mexico,Liga MX,2020/2021,10/20/2020,3:00,Club Leon,Club America,3,2,H
Mexico,Liga MX,2020/2021,10/19/2020,1:06,Santos Laguna,Pachuca,1,1,D
Mexico,Liga MX,2020/2021,10/18/2020,1:00,Guadalajara Chivas,Atlas,3,2,H
Mexico,Liga MX,2020/2021,10/18/2020,3:00,Cruz Azul,U.A.N.L.- Tigres,0,2,A
Mexico,Liga MX,2020/2021,10/18/2020,18:00,U.N.A.M.- Pumas,Toluca,1,0,H
Mexico,Liga MX,2020/2021,10/17/2020,1:30,Necaxa,Club Tijuana,2,0,H
Mexico,Liga MX,2020/2021,10/17/2020,3:30,Mazatlan FC,Juarez,3,2,H
Mexico,Liga MX,2020/2021,10/17/2020,23:06,Monterrey,Puebla,3,1,H
Mexico,Liga MX,2020/2021,10/16/2020,3:00,Atl. San Luis,Queretaro,2,1,H
Mexico,Liga MX,2020/2021,10/12/2020,1:06,Santos Laguna,Club Tijuana,2,0,H
Mexico,Liga MX,2020/2021,10/5/2020,1:00,Queretaro,Monterrey,1,2,A
Mexico,Liga MX,2020/2021,10/5/2020,3:06,Club Tijuana,Guadalajara Chivas,0,0,D
Mexico,Liga MX,2020/2021,10/4/2020,1:00,U.A.N.L.- Tigres,Atl. San Luis,3,0,H
Mexico,Liga MX,2020/2021,10/4/2020,3:00,Club America,U.N.A.M.- Pumas,2,2,D
Mexico,Liga MX,2020/2021,10/4/2020,18:00,Toluca,Cruz Azul,2,0,H
Mexico,Liga MX,2020/2021,10/4/2020,23:00,Juarez,Pachuca,1,1,D
Mexico,Liga MX,2020/2021,10/3/2020,1:30,Puebla,Santos Laguna,0,2,A
Mexico,Liga MX,2020/2021,10/3/2020,3:30,Club Leon,Mazatlan FC,2,1,H
Mexico,Liga MX,2020/2021,10/3/2020,23:00,Atlas,Necaxa,0,1,A
Mexico,Liga MX,2020/2021,10/1/2020,1:06,Club Tijuana,Juarez,2,1,H
Mexico,Liga MX,2020/2021,9/28/2020,2:45,Cruz Azul,Club America,0,0,D
Mexico,Liga MX,2020/2021,9/27/2020,1:00,U.N.A.M.- Pumas,Necaxa,1,1,D
Mexico,Liga MX,2020/2021,9/27/2020,3:06,Monterrey,U.A.N.L.- Tigres,0,2,A
Mexico,Liga MX,2020/2021,9/27/2020,23:00,Atl. San Luis,Club Leon,0,2,A
Mexico,Liga MX,2020/2021,9/26/2020,1:30,Puebla,Queretaro,3,3,D
Mexico,Liga MX,2020/2021,9/26/2020,3:30,Juarez,Atlas,0,1,A
Mexico,Liga MX,2020/2021,9/26/2020,23:00,Guadalajara Chivas,Mazatlan FC,2,1,H
Mexico,Liga MX,2020/2021,9/25/2020,3:00,Pachuca,Toluca,0,0,D
Mexico,Liga MX,2020/2021,9/22/2020,3:00,Club Leon,U.N.A.M.- Pumas,2,0,H
Mexico,Liga MX,2020/2021,9/21/2020,1:00,Atl. San Luis,Monterrey,1,2,A
Mexico,Liga MX,2020/2021,9/20/2020,1:00,U.A.N.L.- Tigres,Queretaro,3,0,H
Mexico,Liga MX,2020/2021,9/20/2020,3:00,Club America,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2020/2021,9/20/2020,18:00,Toluca,Santos Laguna,1,2,A
Mexico,Liga MX,2020/2021,9/19/2020,1:30,Necaxa,Puebla,0,1,A
Mexico,Liga MX,2020/2021,9/19/2020,3:30,Mazatlan FC,Cruz Azul,2,3,A
Mexico,Liga MX,2020/2021,9/19/2020,23:00,Atlas,Pachuca,0,1,A
Mexico,Liga MX,2020/2021,9/15/2020,3:00,Pachuca,Monterrey,1,1,D
Mexico,Liga MX,2020/2021,9/14/2020,1:00,Queretaro,Club Leon,2,3,A
Mexico,Liga MX,2020/2021,9/14/2020,3:06,Club Tijuana,Cruz Azul,1,2,A
Mexico,Liga MX,2020/2021,9/13/2020,1:00,U.A.N.L.- Tigres,Santos Laguna,2,0,H
Mexico,Liga MX,2020/2021,9/13/2020,3:00,Club America,Toluca,1,1,D
Mexico,Liga MX,2020/2021,9/13/2020,18:00,U.N.A.M.- Pumas,Atl. San Luis,3,0,H
Mexico,Liga MX,2020/2021,9/12/2020,1:30,Necaxa,Guadalajara Chivas,1,2,A
Mexico,Liga MX,2020/2021,9/12/2020,3:30,Juarez,Puebla,1,0,H
Mexico,Liga MX,2020/2021,9/12/2020,23:00,Atlas,Mazatlan FC,1,1,D
Mexico,Liga MX,2020/2021,9/10/2020,1:00,Cruz Azul,Pachuca,1,0,H
Mexico,Liga MX,2020/2021,9/10/2020,3:00,Mazatlan FC,Club Tijuana,1,0,H
Mexico,Liga MX,2020/2021,9/10/2020,3:06,Santos Laguna,U.N.A.M.- Pumas,1,2,A
Mexico,Liga MX,2020/2021,9/9/2020,1:00,Toluca,Juarez,0,1,A
Mexico,Liga MX,2020/2021,9/9/2020,1:06,Monterrey,Atlas,1,1,D
Mexico,Liga MX,2020/2021,9/9/2020,3:00,Guadalajara Chivas,Queretaro,1,1,D
Mexico,Liga MX,2020/2021,9/9/2020,3:00,Puebla,Club America,2,3,A
Mexico,Liga MX,2020/2021,9/9/2020,23:00,Club Leon,U.A.N.L.- Tigres,1,1,D
Mexico,Liga MX,2020/2021,9/8/2020,23:00,Atl. San Luis,Necaxa,2,1,H
Mexico,Liga MX,2020/2021,9/6/2020,1:00,Atlas,Cruz Azul,1,0,H
Mexico,Liga MX,2020/2021,9/6/2020,3:00,U.A.N.L.- Tigres,Guadalajara Chivas,1,3,A
Mexico,Liga MX,2020/2021,9/5/2020,1:30,Necaxa,Club Leon,0,2,A
Mexico,Liga MX,2020/2021,9/5/2020,3:06,Club Tijuana,Monterrey,2,1,H
Mexico,Liga MX,2020/2021,9/5/2020,3:30,Juarez,Santos Laguna,1,1,D
Mexico,Liga MX,2020/2021,9/5/2020,23:00,U.N.A.M.- Pumas,Puebla,4,1,H
Mexico,Liga MX,2020/2021,9/4/2020,1:00,Queretaro,Toluca,4,1,H
Mexico,Liga MX,2020/2021,9/4/2020,3:00,Pachuca,Atl. San Luis,3,1,H
Mexico,Liga MX,2020/2021,9/3/2020,2:00,Club America,Mazatlan FC,3,1,H
Mexico,Liga MX,2020/2021,9/1/2020,3:05,Club Leon,Atlas,2,1,H
Mexico,Liga MX,2020/2021,8/31/2020,1:06,Santos Laguna,Queretaro,2,1,H
Mexico,Liga MX,2020/2021,8/31/2020,3:06,Monterrey,Juarez,2,1,H
Mexico,Liga MX,2020/2021,8/30/2020,1:00,Atl. San Luis,Club America,1,2,A
Mexico,Liga MX,2020/2021,8/30/2020,1:00,Guadalajara Chivas,Pachuca,0,0,D
Mexico,Liga MX,2020/2021,8/30/2020,3:00,Cruz Azul,Necaxa,3,0,H
Mexico,Liga MX,2020/2021,8/30/2020,18:00,U.N.A.M.- Pumas,Club Tijuana,3,0,H
Mexico,Liga MX,2020/2021,8/29/2020,1:30,Puebla,Toluca,4,1,H
Mexico,Liga MX,2020/2021,8/29/2020,3:35,Mazatlan FC,U.A.N.L.- Tigres,1,1,D
Mexico,Liga MX,2020/2021,8/25/2020,3:05,Pachuca,Mazatlan FC,4,3,H
Mexico,Liga MX,2020/2021,8/24/2020,1:35,Atl. San Luis,Cruz Azul,1,3,A
Mexico,Liga MX,2020/2021,8/24/2020,3:06,Club Tijuana,Puebla,1,0,H
Mexico,Liga MX,2020/2021,8/23/2020,1:00,U.A.N.L.- Tigres,U.N.A.M.- Pumas,1,1,D
Mexico,Liga MX,2020/2021,8/23/2020,3:00,Club America,Monterrey,1,3,A
Mexico,Liga MX,2020/2021,8/23/2020,23:30,Toluca,Guadalajara Chivas,1,0,H
Mexico,Liga MX,2020/2021,8/22/2020,1:30,Necaxa,Santos Laguna,2,1,H
Mexico,Liga MX,2020/2021,8/22/2020,3:30,Juarez,Club Leon,0,0,D
Mexico,Liga MX,2020/2021,8/22/2020,23:00,Atlas,Queretaro,1,0,H
Mexico,Liga MX,2020/2021,8/18/2020,3:00,Club Leon,Club Tijuana,2,1,H
Mexico,Liga MX,2020/2021,8/17/2020,1:06,Santos Laguna,Atlas,0,0,D
Mexico,Liga MX,2020/2021,8/17/2020,3:00,Queretaro,Club America,4,1,H
Mexico,Liga MX,2020/2021,8/16/2020,1:00,Cruz Azul,Juarez,3,2,H
Mexico,Liga MX,2020/2021,8/16/2020,3:00,Mazatlan FC,U.N.A.M.- Pumas,0,0,D
Mexico,Liga MX,2020/2021,8/16/2020,3:06,Monterrey,Necaxa,1,1,D
Mexico,Liga MX,2020/2021,8/16/2020,18:00,Toluca,U.A.N.L.- Tigres,3,2,H
Mexico,Liga MX,2020/2021,8/15/2020,3:30,Puebla,Pachuca,0,1,A
Mexico,Liga MX,2020/2021,8/15/2020,23:00,Guadalajara Chivas,Atl. San Luis,2,1,H
Mexico,Liga MX,2020/2021,8/14/2020,1:00,Atlas,Toluca,1,2,A
Mexico,Liga MX,2020/2021,8/14/2020,3:00,Club America,Santos Laguna,3,1,H
Mexico,Liga MX,2020/2021,8/13/2020,1:00,Juarez,Guadalajara Chivas,0,2,A
Mexico,Liga MX,2020/2021,8/13/2020,3:00,U.N.A.M.- Pumas,Monterrey,1,1,D
Mexico,Liga MX,2020/2021,8/13/2020,3:06,Club Tijuana,Atl. San Luis,0,2,A
Mexico,Liga MX,2020/2021,8/12/2020,1:00,Pachuca,Club Leon,0,1,A
Mexico,Liga MX,2020/2021,8/12/2020,3:00,U.A.N.L.- Tigres,Puebla,2,1,H
Mexico,Liga MX,2020/2021,8/12/2020,23:00,Queretaro,Cruz Azul,1,0,H
Mexico,Liga MX,2020/2021,8/11/2020,23:00,Necaxa,Mazatlan FC,1,0,H
Mexico,Liga MX,2020/2021,8/10/2020,1:00,Atl. San Luis,Atlas,1,1,D
Mexico,Liga MX,2020/2021,8/9/2020,1:00,Cruz Azul,Club Leon,2,0,H
Mexico,Liga MX,2020/2021,8/9/2020,1:06,Monterrey,Santos Laguna,2,2,D
Mexico,Liga MX,2020/2021,8/9/2020,3:00,Guadalajara Chivas,Puebla,0,1,A
Mexico,Liga MX,2020/2021,8/9/2020,18:00,U.N.A.M.- Pumas,Juarez,1,1,D
Mexico,Liga MX,2020/2021,8/8/2020,1:30,Necaxa,Club America,1,1,D
Mexico,Liga MX,2020/2021,8/8/2020,3:30,Mazatlan FC,Toluca,2,1,H
Mexico,Liga MX,2020/2021,8/7/2020,1:00,Pachuca,Queretaro,1,0,H
Mexico,Liga MX,2020/2021,8/7/2020,3:06,Club Tijuana,U.A.N.L.- Tigres,0,0,D
Mexico,Liga MX,2020/2021,8/4/2020,1:00,Atlas,U.N.A.M.- Pumas,1,2,A
Mexico,Liga MX,2020/2021,8/4/2020,3:00,Club Leon,Monterrey,1,0,H
Mexico,Liga MX,2020/2021,8/3/2020,1:06,Santos Laguna,Guadalajara Chivas,2,0,H
Mexico,Liga MX,2020/2021,8/2/2020,1:00,U.A.N.L.- Tigres,Pachuca,1,1,D
Mexico,Liga MX,2020/2021,8/2/2020,3:00,Club America,Club Tijuana,4,0,H
Mexico,Liga MX,2020/2021,8/2/2020,18:00,Toluca,Atl. San Luis,3,2,H
Mexico,Liga MX,2020/2021,8/2/2020,23:00,Queretaro,Mazatlan FC,1,1,D
Mexico,Liga MX,2020/2021,8/1/2020,1:30,Puebla,Cruz Azul,1,1,D
Mexico,Liga MX,2020/2021,8/1/2020,3:30,Juarez,Necaxa,1,0,H
Mexico,Liga MX,2020/2021,7/29/2020,1:00,Monterrey,Toluca,3,1,H
Mexico,Liga MX,2020/2021,7/28/2020,0:00,Atl. San Luis,Juarez,1,1,D
Mexico,Liga MX,2020/2021,7/28/2020,2:00,Pachuca,Club America,1,2,A
Mexico,Liga MX,2020/2021,7/28/2020,4:00,Mazatlan FC,Puebla,1,4,A
Mexico,Liga MX,2020/2021,7/26/2020,1:00,Guadalajara Chivas,Club Leon,0,0,D
Mexico,Liga MX,2020/2021,7/26/2020,3:00,Club Tijuana,Atlas,3,1,H
Mexico,Liga MX,2020/2021,7/26/2020,3:00,Cruz Azul,Santos Laguna,2,0,H
Mexico,Liga MX,2020/2021,7/26/2020,18:00,U.N.A.M.- Pumas,Queretaro,3,2,H
Mexico,Liga MX,2020/2021,7/25/2020,1:30,Necaxa,U.A.N.L.- Tigres,0,3,A
