Country,League,Season,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Poland,Ekstraklasa,2022/2023,1/29/2023,11:30,Piast Gliwice,Jagiellonia,1,1,D,"2,21","3,34","3,55","2,21","3,42","3,75","2,09","3,23","3,54"
Poland,Ekstraklasa,2022/2023,1/29/2023,14:00,Legia,Korona Kielce,3,2,H,"1,41","4,78","8,14","1,47","4,8","8,14","1,41","4,49","7,12"
Poland,Ekstraklasa,2022/2023,1/29/2023,16:30,Lechia Gdansk,Wisla Plock,1,0,H,"2,43","3,35","3,09","2,43","3,45","3,09","2,36","3,28","2,91"
Poland,Ekstraklasa,2022/2023,1/30/2023,18:00,Cracovia,Gornik Z.,2,0,H,"2,42","3,16","3,3","2,49","3,16","3,3","2,37","3,06","3,1"
Poland,Ekstraklasa,2022/2023,2/1/2023,18:00,Legnica,Lech Poznan,2,2,D,"4,64","3,5","1,87","4,64","3,7","1,92","4,23","3,44","1,85"
Poland,Ekstraklasa,2022/2023,2/3/2023,19:30,Widzew Lodz,Jagiellonia,1,1,D,"1,82","3,91","4,33","1,85","3,92","4,5","1,8","3,71","4,14"
Poland,Ekstraklasa,2022/2023,2/4/2023,14:00,Rakow,Piast Gliwice,1,0,H,"1,52","4,05","7,55","1,53","4,3","8,2","1,48","3,96","7,09"
Poland,Ekstraklasa,2022/2023,2/4/2023,16:30,Gornik Z.,Lechia Gdansk,1,1,D,2,"3,71","3,79","2,01","3,84","3,88","1,94","3,55","3,71"
Poland,Ekstraklasa,2022/2023,2/4/2023,19:00,Zaglebie,Legia,1,2,A,"3,07","3,56","2,35","3,45","3,65","2,35","3,14","3,42","2,19"
Poland,Ekstraklasa,2022/2023,2/5/2023,11:30,Radomiak Radom,Stal Mielec,1,0,H,"1,98","3,43","4,18","2,05","3,6","4,2","1,96","3,37","3,82"
Poland,Ekstraklasa,2022/2023,2/5/2023,14:00,Lech Poznan,Legnica,1,0,H,"1,42","4,62","7,99","1,43","4,85","8,8","1,4","4,5","7,54"
Poland,Ekstraklasa,2022/2023,2/5/2023,16:30,Pogon Szczecin,Slask Wroclaw,0,2,A,"1,76","3,77","4,95","1,81","3,89","5,1","1,74","3,61","4,62"
Poland,Ekstraklasa,2022/2023,2/6/2023,18:00,Korona Kielce,Cracovia,2,1,H,"3,83","3,17","2,19","3,86","3,27","2,2","3,65","3,07","2,14"
Poland,Ekstraklasa,2022/2023,2/10/2023,17:00,Stal Mielec,Rakow,0,0,D,"7,91","4,19","1,49","8,2","4,45","1,52","7,11","4,08","1,46"
Poland,Ekstraklasa,2022/2023,2/10/2023,19:30,Lechia Gdansk,Widzew Lodz,0,0,D,"2,84","3,34","2,62","2,84","3,41","2,74","2,7","3,21","2,58"
Poland,Ekstraklasa,2022/2023,2/11/2023,14:00,Slask Wroclaw,Korona Kielce,1,1,D,"1,98","3,49","4,1","1,98","3,7","4,2","1,92","3,42","3,89"
Poland,Ekstraklasa,2022/2023,2/11/2023,16:30,Wisla Plock,Lech Poznan,0,1,A,"4,94","3,79","1,75","4,94","3,79","1,9","4,42","3,58","1,78"
Poland,Ekstraklasa,2022/2023,2/11/2023,19:00,Jagiellonia,Pogon Szczecin,2,0,H,"3,36","3,66","2,16","3,88","3,75","2,2","3,42","3,51","2,05"
Poland,Ekstraklasa,2022/2023,2/12/2023,11:30,Zaglebie,Piast Gliwice,0,2,A,"3,07","3,26","2,5","3,07","3,33","2,82","2,8","3,12","2,56"
Poland,Ekstraklasa,2022/2023,2/12/2023,14:00,Gornik Z.,Radomiak Radom,0,0,D,"2,22","3,35","3,51","2,33","3,41","3,51","2,23","3,22","3,24"
Poland,Ekstraklasa,2022/2023,2/12/2023,16:30,Legia,Cracovia,2,2,D,"1,85","3,46","4,85","1,93","3,5","4,85","1,85","3,3","4,42"
Poland,Ekstraklasa,2022/2023,2/13/2023,18:00,Warta Poznan,Legnica,1,1,D,"2,01","3,28","4,32","2,06","3,33","4,33","1,98","3,16","4,07"
Poland,Ekstraklasa,2022/2023,2/17/2023,17:00,Cracovia,Stal Mielec,2,1,H,"1,93","3,33","4,64","1,95","3,65","5,4","1,84","3,34","4,48"
Poland,Ekstraklasa,2022/2023,2/17/2023,19:30,Widzew Lodz,Slask Wroclaw,1,0,H,"1,72","3,75","5,33","1,85","3,87","6,57","1,69","3,68","4,92"
Poland,Ekstraklasa,2022/2023,2/18/2023,14:00,Korona Kielce,Lechia Gdansk,1,0,H,"2,5","3,32","3,02","2,5","3,45","3,1","2,38","3,24","2,94"
Poland,Ekstraklasa,2022/2023,2/18/2023,16:30,Rakow,Gornik Z.,2,0,H,"1,47","4,33","7,86","1,5","4,5","8,1","1,45","4,22","7,08"
Poland,Ekstraklasa,2022/2023,2/18/2023,19:00,Pogon Szczecin,Warta Poznan,3,1,H,"2,01","3,38","4,15","2,06","3,5","4,3","1,97","3,27","3,92"
Poland,Ekstraklasa,2022/2023,2/19/2023,11:30,Legnica,Wisla Plock,2,1,H,"2,23","3,49","3,36","2,33","3,52","3,36","2,23","3,33","3,13"
Poland,Ekstraklasa,2022/2023,2/19/2023,14:00,Lech Poznan,Zaglebie,1,2,A,"1,75","3,84","4,92","1,79","3,9","5,4","1,71","3,71","4,68"
Poland,Ekstraklasa,2022/2023,2/19/2023,16:30,Piast Gliwice,Legia,0,1,A,"2,81","3,22","2,73","2,88","3,25","2,82","2,72","3,08","2,65"
Poland,Ekstraklasa,2022/2023,2/20/2023,18:00,Radomiak Radom,Jagiellonia,0,0,D,"2,03","3,44","3,97","2,08","3,52","4,25","1,99","3,31","3,79"
Poland,Ekstraklasa,2022/2023,2/24/2023,17:00,Jagiellonia,Rakow,1,2,A,"7,42","4,27","1,5","7,5","4,4","1,54","6,72","4,11","1,48"
Poland,Ekstraklasa,2022/2023,2/24/2023,19:30,Legia,Widzew Lodz,2,2,D,"1,98","3,55","4,03","2,03","3,65","4,09","1,95","3,45","3,77"
Poland,Ekstraklasa,2022/2023,2/25/2023,14:00,Piast Gliwice,Cracovia,2,1,H,"2,45","2,89","3,59","2,46","3,05","3,63","2,36","2,82","3,45"
Poland,Ekstraklasa,2022/2023,2/25/2023,16:30,Warta Poznan,Korona Kielce,5,1,H,"1,93","3,38","4,5","1,95","3,5","4,6","1,9","3,3","4,22"
Poland,Ekstraklasa,2022/2023,2/25/2023,19:00,Lechia Gdansk,Radomiak Radom,1,3,A,"2,65","3,15","2,95","2,68","3,35","2,96","2,52","3,11","2,84"
Poland,Ekstraklasa,2022/2023,2/26/2023,11:30,Stal Mielec,Gornik Z.,0,1,A,"2,82","3,46","2,57","2,82","3,58","2,68","2,68","3,33","2,53"
Poland,Ekstraklasa,2022/2023,2/26/2023,14:00,Wisla Plock,Pogon Szczecin,0,1,A,"3,44","3,66","2,13","3,44","3,85","2,2","3,19","3,6","2,1"
Poland,Ekstraklasa,2022/2023,2/26/2023,16:30,Slask Wroclaw,Lech Poznan,2,1,H,"4,52","3,45","1,91","4,55","3,54","1,97","4,09","3,31","1,92"
Poland,Ekstraklasa,2022/2023,2/27/2023,18:00,Zaglebie,Legnica,2,1,H,"2,31","3,45","3,22","2,36","3,5","3,4","2,28","3,28","3,09"
Poland,Ekstraklasa,2022/2023,3/3/2023,17:00,Stal Mielec,Piast Gliwice,0,2,A,4,"3,14","2,15",4,"3,24","2,33","3,54","3,02","2,19"
Poland,Ekstraklasa,2022/2023,3/3/2023,19:30,Lech Poznan,Lechia Gdansk,5,0,H,"1,35","5,27","9,06","1,4","5,4","9,4","1,35","4,84","7,96"
Poland,Ekstraklasa,2022/2023,3/4/2023,14:00,Widzew Lodz,Warta Poznan,0,2,A,"2,39","3,09","3,43","2,39","3,22","3,63","2,24","3,06","3,36"
Poland,Ekstraklasa,2022/2023,3/4/2023,16:30,Korona Kielce,Wisla Plock,1,0,H,"2,35","3,48","3,13","2,35","3,58","3,4","2,26","3,28","3,07"
Poland,Ekstraklasa,2022/2023,3/4/2023,19:00,Gornik Z.,Legia,0,1,A,"3,29","3,46","2,27","3,47","3,65","2,27","3,24","3,34","2,15"
Poland,Ekstraklasa,2022/2023,3/5/2023,11:30,Legnica,Jagiellonia,1,1,D,"2,31","3,33","3,33","2,31","3,45","3,55","2,2","3,25","3,22"
Poland,Ekstraklasa,2022/2023,3/5/2023,14:00,Pogon Szczecin,Rakow,0,2,A,"3,92","3,51","2,02","3,92","3,52","2,18","3,63","3,31","2,03"
Poland,Ekstraklasa,2022/2023,3/5/2023,16:30,Cracovia,Slask Wroclaw,1,1,D,"1,97","3,35","4,38",2,"3,41","4,4","1,94","3,23","4,1"
Poland,Ekstraklasa,2022/2023,3/6/2023,18:00,Radomiak Radom,Zaglebie,0,1,A,"2,07","3,51","3,77","2,08","3,6","3,83","2,02","3,34","3,62"
Poland,Ekstraklasa,2022/2023,3/8/2023,17:45,Wisla Plock,Warta Poznan,1,0,H,"2,92","3,02","2,78","2,99","3,13","2,78","2,8",3,"2,63"
Poland,Ekstraklasa,2022/2023,3/10/2023,17:00,Lechia Gdansk,Legnica,4,0,H,"2,55","3,36","2,92","2,62","3,55","2,94","2,49","3,28","2,74"
Poland,Ekstraklasa,2022/2023,3/10/2023,19:30,Rakow,Slask Wroclaw,4,1,H,"1,19","6,9","16,98","1,27","7,3","19,5","1,2","6,16","14,76"
Poland,Ekstraklasa,2022/2023,3/11/2023,14:00,Korona Kielce,Radomiak Radom,2,1,H,"2,86","3,2","2,7","2,92","3,3","2,74","2,76","3,08","2,6"
Poland,Ekstraklasa,2022/2023,3/11/2023,16:30,Zaglebie,Pogon Szczecin,0,1,A,"3,97","3,68","1,96","3,97","3,68","2,12","3,7","3,44","1,97"
Poland,Ekstraklasa,2022/2023,3/11/2023,19:00,Jagiellonia,Gornik Z.,2,1,H,"2,78","3,41","2,66","2,82","3,45","2,72","2,69","3,28","2,54"
Poland,Ekstraklasa,2022/2023,3/12/2023,11:30,Warta Poznan,Cracovia,0,0,D,"2,5","2,95","3,39","2,53","3,05","3,41","2,43","2,89","3,19"
Poland,Ekstraklasa,2022/2023,3/12/2023,14:00,Piast Gliwice,Lech Poznan,1,1,D,"3,03","3,08","2,64","3,12","3,16","2,64","2,94","2,97","2,53"
Poland,Ekstraklasa,2022/2023,3/12/2023,16:30,Legia,Stal Mielec,2,0,H,"1,46","4,46","7,84","1,49","4,6",8,"1,45","4,22","6,94"
Poland,Ekstraklasa,2022/2023,3/13/2023,18:00,Wisla Plock,Widzew Lodz,1,1,D,"3,03","3,39","2,45","3,11","3,5","2,46","2,94","3,25","2,36"
Poland,Ekstraklasa,2022/2023,3/17/2023,17:00,Gornik Z.,Wisla Plock,3,2,H,"1,84","3,68","4,53","1,95","3,85","4,59","1,8","3,59","4,23"
Poland,Ekstraklasa,2022/2023,3/17/2023,19:30,Radomiak Radom,Legia,0,2,A,"3,25","3,31","2,36","3,7","3,38","2,37","3,19","3,21","2,25"
Poland,Ekstraklasa,2022/2023,3/18/2023,11:30,Slask Wroclaw,Stal Mielec,1,1,D,"2,25","3,35","3,44","2,27","3,45","3,47","2,18","3,26","3,27"
Poland,Ekstraklasa,2022/2023,3/18/2023,14:00,Jagiellonia,Zaglebie,2,2,D,"2,32","3,47","3,18","2,55","3,55","3,19","2,3","3,34","2,97"
Poland,Ekstraklasa,2022/2023,3/18/2023,16:30,Pogon Szczecin,Korona Kielce,0,0,D,"1,54","4,58","5,84","1,59","4,7",6,"1,53","4,24","5,55"
Poland,Ekstraklasa,2022/2023,3/18/2023,19:00,Rakow,Cracovia,4,1,H,"1,39","4,8","8,88","1,41","5,1","9,3","1,37","4,52","8,4"
Poland,Ekstraklasa,2022/2023,3/19/2023,11:30,Warta Poznan,Lechia Gdansk,2,0,H,"2,01","3,36","4,19","2,04","3,55","4,2","1,97","3,23","3,93"
Poland,Ekstraklasa,2022/2023,3/19/2023,14:00,Legnica,Piast Gliwice,0,1,A,"3,74","3,11","2,25","3,74","3,21","2,33","3,47",3,"2,22"
Poland,Ekstraklasa,2022/2023,3/19/2023,16:30,Widzew Lodz,Lech Poznan,1,2,A,"3,4","3,41","2,24","3,41","3,45","2,29","3,19","3,29","2,2"
Poland,Ekstraklasa,2022/2023,3/31/2023,17:00,Zaglebie,Warta Poznan,0,0,D,"2,56","3,13","3,1","2,75","3,24","3,11","2,5","3,02","2,92"
Poland,Ekstraklasa,2022/2023,3/31/2023,19:30,Piast Gliwice,Gornik Zabrze,1,0,H,"2,31","3,11","3,6","2,34","3,25","3,8","2,24","3,04","3,39"
Poland,Ekstraklasa,2022/2023,4/1/2023,14:00,Korona Kielce,Legnica,1,0,H,"1,97","3,46","4,18","2,21","3,6","4,18","1,97","3,34","3,8"
Poland,Ekstraklasa,2022/2023,4/1/2023,16:30,Legia,Rakow,3,1,H,"3,8","3,28","2,15","3,8","3,28","2,28","3,49","3,11","2,16"
Poland,Ekstraklasa,2022/2023,4/1/2023,19:00,Lechia Gdansk,Slask Wroclaw,0,0,D,"2,15","3,36","3,68","2,32","3,42","3,68","2,13","3,25","3,38"
Poland,Ekstraklasa,2022/2023,4/2/2023,11:30,Wisla Plock,Radomiak Radom,1,1,D,"3,02","3,21","2,56","3,02","3,35","2,8","2,83","3,16","2,48"
Poland,Ekstraklasa,2022/2023,4/2/2023,14:00,Cracovia,Widzew Lodz,1,1,D,"2,61","3,12","3,04","2,66","3,22","3,45","2,52","3,03","2,89"
Poland,Ekstraklasa,2022/2023,4/2/2023,16:30,Lech Poznan,Pogon Szczecin,2,2,D,"1,93","3,7","4,02","2,04","3,78","4,02","1,91","3,53","3,75"
Poland,Ekstraklasa,2022/2023,4/3/2023,18:00,Stal Mielec,Jagiellonia,1,1,D,"2,5","3,36","2,97","2,52","3,47","2,98","2,41","3,28","2,83"
Poland,Ekstraklasa,2022/2023,4/6/2023,17:00,Slask Wroclaw,Piast Gliwice,0,1,A,"3,2",3,"2,58","3,4","3,04","2,6","3,19","2,86","2,46"
Poland,Ekstraklasa,2022/2023,4/6/2023,19:30,Gornik Zabrze,Korona Kielce,1,1,D,"1,89","3,52","4,5","1,95","3,63","4,51","1,86","3,39","4,17"
Poland,Ekstraklasa,2022/2023,4/8/2023,11:30,Wisla Plock,Zaglebie,2,0,H,"2,86","3,52","2,5","2,86","3,54","2,75","2,71","3,33","2,48"
Poland,Ekstraklasa,2022/2023,4/8/2023,14:00,Widzew Lodz,Stal Mielec,0,2,A,"1,76","3,8","4,89","1,78","3,96","4,94","1,72","3,67","4,59"
Poland,Ekstraklasa,2022/2023,4/8/2023,16:30,Pogon Szczecin,Cracovia,3,2,H,"1,81","3,55","4,61","1,86","3,89","4,95","1,77","3,62","4,33"
Poland,Ekstraklasa,2022/2023,4/8/2023,19:00,Lech Poznan,Warta Poznan,2,0,H,"1,66","3,71","6,04","1,7","3,95","6,2","1,64","3,57","5,52"
Poland,Ekstraklasa,2022/2023,4/10/2023,14:00,Jagiellonia,Lechia Gdansk,1,0,H,"1,86","3,8","4,25","2,16","3,8","4,47","1,88","3,59","3,89"
Poland,Ekstraklasa,2022/2023,4/10/2023,16:30,Radomiak Radom,Rakow,0,0,D,"6,19","3,62","1,67","6,28","3,75","1,7","5,47","3,56","1,65"
Poland,Ekstraklasa,2022/2023,4/10/2023,19:00,Legnica,Legia,2,2,D,"4,82","3,8","1,77","4,9","3,89","1,78","4,54","3,69","1,73"
Poland,Ekstraklasa,2022/2023,4/14/2023,17:00,Warta Poznan,Slask Wroclaw,3,1,H,"2,23","3,1","3,82","2,24","3,2","3,94","2,13","3,03","3,67"
Poland,Ekstraklasa,2022/2023,4/14/2023,19:30,Zaglebie,Gornik Zabrze,0,2,A,"2,42","3,3","3,16","2,53","3,46","3,16","2,36","3,28","2,92"
Poland,Ekstraklasa,2022/2023,4/15/2023,14:00,Cracovia,Radomiak Radom,3,0,H,"2,85","3,09","2,79","2,99","3,25","3,28","2,7","3,02","2,73"
Poland,Ekstraklasa,2022/2023,4/15/2023,16:30,Korona Kielce,Jagiellonia,2,1,H,"2,83","3,25","2,7","2,85","3,42","2,75","2,69","3,2","2,58"
Poland,Ekstraklasa,2022/2023,4/15/2023,19:00,Lechia Gdansk,Pogon Szczecin,0,1,A,"4,31","4,01","1,8","4,75","4,1","1,81","4,28","3,75","1,75"
Poland,Ekstraklasa,2022/2023,4/16/2023,11:30,Piast Gliwice,Wisla Plock,1,0,H,"1,68","3,87","5,48","1,77","3,89","5,7","1,69","3,65","4,87"
Poland,Ekstraklasa,2022/2023,4/16/2023,14:00,Rakow,Widzew Lodz,2,0,H,"1,37","4,92","9,67","1,38","5,2",10,"1,34","4,75",9
Poland,Ekstraklasa,2022/2023,4/16/2023,16:30,Legia,Lech Poznan,2,2,D,"2,49","3,34","3,02","2,53","3,47","3,1","2,4","3,25","2,88"
Poland,Ekstraklasa,2022/2023,4/17/2023,18:00,Stal Mielec,Legnica,1,1,D,"2,18","3,34","3,61","2,23","3,45","3,73","2,12","3,23","3,43"
Poland,Ekstraklasa,2022/2023,4/21/2023,17:00,Wisla Plock,Jagiellonia,2,4,A,"2,74","3,39","2,69","2,74","3,51","2,73","2,6","3,31","2,6"
Poland,Ekstraklasa,2022/2023,4/21/2023,19:30,Warta Poznan,Legia,1,0,H,"3,27","3,19","2,42","3,45","3,3","2,42","3,2","3,11","2,29"
Poland,Ekstraklasa,2022/2023,4/22/2023,14:00,Lechia Gdansk,Cracovia,1,2,A,"2,44","3,34","3,09","2,65","3,34","3,1","2,42","3,18","2,92"
Poland,Ekstraklasa,2022/2023,4/22/2023,16:30,Legnica,Rakow,0,2,A,"6,95","3,82","1,58",7,"4,25","1,61","6,42","3,77","1,54"
Poland,Ekstraklasa,2022/2023,4/22/2023,19:00,Pogon Szczecin,Stal Mielec,4,2,H,"1,55","4,37","6,07","1,6","4,4","6,07","1,54","4,14","5,58"
Poland,Ekstraklasa,2022/2023,4/23/2023,11:30,Korona Kielce,Zaglebie,2,2,D,"2,88","3,29","2,62","2,95","3,38","2,75","2,78","3,18","2,51"
Poland,Ekstraklasa,2022/2023,4/23/2023,14:00,Widzew Lodz,Piast Gliwice,2,3,A,"2,9","3,08","2,76","2,95","3,13","2,8","2,76","2,98","2,67"
Poland,Ekstraklasa,2022/2023,4/23/2023,16:30,Gornik Zabrze,Slask Wroclaw,2,0,H,"1,8","3,61","4,9","1,91","3,76",5,"1,76","3,55","4,56"
Poland,Ekstraklasa,2022/2023,4/24/2023,18:00,Radomiak Radom,Lech Poznan,1,1,D,"3,26","3,39","2,32","3,7","3,5","2,46","3,06","3,25","2,29"
Poland,Ekstraklasa,2022/2023,4/28/2023,17:00,Legia,Wisla Plock,2,0,H,"1,51","4,56","6,5","1,51","4,9",7,"1,46","4,44","6,11"
Poland,Ekstraklasa,2022/2023,4/28/2023,19:30,Rakow,Lechia Gdansk,4,0,H,"1,24","6,43","12,43","1,27","7,1",14,"1,22","5,96","11,7"
Poland,Ekstraklasa,2022/2023,4/29/2023,14:00,Jagiellonia,Warta Poznan,3,1,H,"2,5","3,15","3,17","2,5","3,28","3,25","2,4","3,03","3,05"
Poland,Ekstraklasa,2022/2023,4/29/2023,16:30,Zaglebie,Widzew Lodz,2,0,H,"2,23","3,46","3,38","2,29","3,58","3,38","2,21","3,29","3,13"
Poland,Ekstraklasa,2022/2023,4/29/2023,19:00,Piast Gliwice,Pogon Szczecin,0,0,D,"2,76","3,18","2,81","2,76","3,37","2,85","2,61","3,1","2,69"
Poland,Ekstraklasa,2022/2023,4/30/2023,11:30,Slask Wroclaw,Radomiak Radom,0,1,A,"3,14","3,17","2,51","3,14","3,26","2,6","2,94","3,11","2,43"
Poland,Ekstraklasa,2022/2023,4/30/2023,14:00,Stal Mielec,Korona Kielce,2,1,H,"2,25","3,31","3,48","2,3","3,5","3,48","2,17","3,27","3,26"
Poland,Ekstraklasa,2022/2023,4/30/2023,16:30,Lech Poznan,Gornik Zabrze,0,1,A,"1,71","3,94","5,03","1,78","3,94","5,03","1,71","3,67","4,67"
Poland,Ekstraklasa,2022/2023,5/1/2023,18:00,Cracovia,Legnica,1,1,D,"1,88","3,55","4,48","1,91","3,6","4,6","1,84","3,4","4,25"
Poland,Ekstraklasa,2022/2023,5/5/2023,17:00,Jagiellonia,Slask Wroclaw,1,1,D,"2,01","3,43","4,09","2,06","3,48","4,1","1,99","3,3","3,79"
Poland,Ekstraklasa,2022/2023,5/5/2023,19:30,Gornik Zabrze,Warta Poznan,2,0,H,"2,11","3,36","3,8","2,23","3,4","3,85","2,1","3,21","3,54"
Poland,Ekstraklasa,2022/2023,5/6/2023,14:00,Radomiak Radom,Piast Gliwice,0,1,A,"2,95","2,92","2,85","2,95","3,06","2,85","2,78","2,92","2,71"
Poland,Ekstraklasa,2022/2023,5/6/2023,16:30,Lech Poznan,Cracovia,3,0,H,"1,58","4,19","5,95","1,59","4,33","6,59","1,54",4,"5,81"
Poland,Ekstraklasa,2022/2023,5/6/2023,19:00,Lechia Gdansk,Zaglebie,1,3,A,"2,89","3,55","2,47","2,95","3,63","2,5","2,78","3,41","2,39"
Poland,Ekstraklasa,2022/2023,5/7/2023,11:30,Wisla Plock,Stal Mielec,0,0,D,"1,99","3,67","3,85","2,2","3,69","3,85","2,03","3,49","3,42"
Poland,Ekstraklasa,2022/2023,5/7/2023,14:00,Korona Kielce,Rakow,1,0,H,"8,81","4,3","1,44","9,1","4,59","1,47","7,68","4,23","1,42"
Poland,Ekstraklasa,2022/2023,5/7/2023,16:30,Pogon Szczecin,Legia,2,1,H,"2,22","3,65","3,23","2,25","3,74","3,35","2,14","3,54","3,11"
Poland,Ekstraklasa,2022/2023,5/8/2023,18:00,Legnica,Widzew Lodz,0,1,A,"3,13","3,21","2,49","3,13","3,34","2,55","2,94","3,17","2,4"
Poland,Ekstraklasa,2022/2023,5/12/2023,17:00,Piast Gliwice,Korona Kielce,2,1,H,"1,73","3,71","5,26","1,77","3,8","5,8","1,68","3,61","5,08"
Poland,Ekstraklasa,2022/2023,5/12/2023,19:30,Legia,Jagiellonia,5,1,H,"1,58","4,59","5,38","1,59","4,7","5,6","1,55","4,26","5,28"
Poland,Ekstraklasa,2022/2023,5/13/2023,14:00,Slask Wroclaw,Wisla Plock,3,1,H,"2,16","3,48","3,53","2,25","3,53","3,57","2,13","3,32","3,33"
Poland,Ekstraklasa,2022/2023,5/13/2023,16:30,Cracovia,Zaglebie,0,1,A,"2,52","3,39","2,93","2,58","3,56","2,93","2,46","3,3","2,73"
Poland,Ekstraklasa,2022/2023,5/13/2023,19:00,Widzew Lodz,Gornik Zabrze,2,3,A,"2,6","3,35","2,91","2,63","3,41","2,94","2,49","3,25","2,75"
Poland,Ekstraklasa,2022/2023,5/14/2023,11:30,Stal Mielec,Lechia Gdansk,0,0,D,"2,1","3,51","3,66","2,11","3,67","3,71","2,03","3,42","3,48"
Poland,Ekstraklasa,2022/2023,5/14/2023,14:00,Pogon Szczecin,Legnica,3,2,H,"1,33","5,39","9,73","1,38","5,5",10,"1,33","4,99","8,43"
Poland,Ekstraklasa,2022/2023,5/14/2023,16:30,Rakow,Lech Poznan,0,2,A,"2,07","3,59","3,65","2,22","3,8","3,7","2,04","3,41","3,48"
Poland,Ekstraklasa,2022/2023,5/15/2023,18:00,Warta Poznan,Radomiak Radom,1,2,A,"3,02","3,09","2,64","3,02","3,23","2,83","2,83","3,05","2,57"
Poland,Ekstraklasa,2022/2023,5/19/2023,17:00,Zaglebie,Stal Mielec,2,0,H,"1,87","3,4","4,83","1,99","3,5","4,83","1,89","3,32","4,21"
Poland,Ekstraklasa,2022/2023,5/19/2023,19:30,Korona Kielce,Lech Poznan,0,3,A,"4,79","3,77","1,78","4,86","3,8","1,94","4,23","3,53","1,82"
Poland,Ekstraklasa,2022/2023,5/20/2023,14:00,Jagiellonia,Cracovia,1,1,D,"2,11","3,66","3,49","2,23","3,71","3,58","2,07","3,47","3,33"
Poland,Ekstraklasa,2022/2023,5/20/2023,16:30,Gornik Zabrze,Pogon Szczecin,2,1,H,"2,73","3,62","2,56","2,73","3,78","2,6","2,58","3,54","2,49"
Poland,Ekstraklasa,2022/2023,5/20/2023,19:00,Lechia Gdansk,Legia,1,0,H,"4,76","4,16","1,7","4,95","4,2","1,82","4,51","3,85","1,69"
Poland,Ekstraklasa,2022/2023,5/21/2023,11:30,Slask Wroclaw,Legnica,4,2,H,"1,79","3,55","5,05","1,81","3,93","6,6","1,73","3,47","4,85"
Poland,Ekstraklasa,2022/2023,5/21/2023,14:00,Radomiak Radom,Widzew Lodz,3,1,H,"2,39","3,3","3,21","2,39","3,44","3,6","2,23","3,26","3,16"
Poland,Ekstraklasa,2022/2023,5/21/2023,16:30,Wisla Plock,Rakow,1,2,A,"3,68","3,84","1,99","4,38","3,99",2,"3,72","3,66","1,89"
Poland,Ekstraklasa,2022/2023,5/22/2023,18:00,Warta Poznan,Piast Gliwice,1,1,D,"2,95","3,01","2,77","3,09","3,12","2,78","2,89","2,95","2,57"
Poland,Ekstraklasa,2022/2023,5/27/2023,16:30,Cracovia,Wisla Plock,3,0,H,"2,38","3,66","2,94","2,46","3,73","2,97","2,34","3,47","2,8"
Poland,Ekstraklasa,2022/2023,5/27/2023,16:30,Lech Poznan,Jagiellonia,2,0,H,"1,25","6,54","10,92","1,3","6,8",12,"1,25","5,9","9,82"
Poland,Ekstraklasa,2022/2023,5/27/2023,16:30,Legia,Slask Wroclaw,3,1,H,"1,85","3,96","4,13","1,95",4,"4,2","1,85","3,73","3,83"
Poland,Ekstraklasa,2022/2023,5/27/2023,16:30,Legnica,Gornik Zabrze,0,0,D,"3,27","3,7","2,18","3,86","3,81","2,22","3,17","3,52","2,12"
Poland,Ekstraklasa,2022/2023,5/27/2023,16:30,Piast Gliwice,Lechia Gdansk,3,0,H,"1,52","4,41","6,61","1,58","4,6","7,1","1,48","4,16","6,48"
Poland,Ekstraklasa,2022/2023,5/27/2023,16:30,Pogon Szczecin,Radomiak Radom,4,0,H,"1,56","4,54","5,69","1,63","4,6","5,8","1,55","4,26","5,21"
Poland,Ekstraklasa,2022/2023,5/27/2023,16:30,Rakow,Zaglebie,1,1,D,"1,35","5,66","8,24","1,45","5,9","9,5","1,33","5,21","8,15"
Poland,Ekstraklasa,2022/2023,5/27/2023,16:30,Stal Mielec,Warta Poznan,1,0,H,"2,82","3,08","2,83","2,82","3,32","3,15","2,53","3,06","2,87"
Poland,Ekstraklasa,2022/2023,5/27/2023,16:30,Widzew Lodz,Korona Kielce,0,3,A,"2,49","3,61","2,81","2,52","3,68","2,92","2,4","3,45","2,73"
