Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
B1,08/01/2023,12:30,Genk,Club Brugge,3,1,H,1,1,D,12,7,6,4,13,10,5,4,2,4,0,1
B1,08/01/2023,15:00,Waregem,Mechelen,2,0,H,1,0,H,16,7,4,4,21,16,3,3,2,6,0,0
B1,08/01/2023,17:30,Anderlecht,St. Gilloise,1,3,A,0,0,D,6,21,2,10,12,12,0,6,5,3,1,0
B1,08/01/2023,20:00,Oud-Heverlee Leuven,Kortrijk,2,3,A,1,1,D,16,15,4,6,10,16,5,6,1,3,0,0
B1,07/01/2023,15:00,Eupen,Charleroi,1,2,A,1,0,H,10,20,3,4,11,12,5,7,1,2,0,0
B1,07/01/2023,17:15,Cercle Brugge,Westerlo,0,1,A,0,1,A,11,4,5,2,8,9,6,4,1,3,0,0
B1,07/01/2023,17:15,Oostende,Seraing,1,2,A,1,1,D,17,4,3,2,21,20,5,2,6,5,2,0
B1,07/01/2023,19:45,Antwerp,Gent,2,0,H,1,0,H,11,9,5,1,10,10,3,6,2,1,0,0
B1,06/01/2023,19:45,Standard,St Truiden,1,1,D,0,0,D,6,9,1,3,11,13,9,2,0,2,0,0
B1,27/12/2022,19:00,St Truiden,Waregem,2,0,H,1,0,H,12,6,6,1,10,10,6,3,0,1,0,1
B1,27/12/2022,19:00,Westerlo,Antwerp,3,3,D,1,0,H,10,15,4,7,10,8,3,6,1,1,0,0
B1,26/12/2022,12:30,Club Brugge,Oud-Heverlee Leuven,1,1,D,1,0,H,20,12,7,5,10,17,3,3,3,2,0,0
B1,26/12/2022,15:00,St. Gilloise,Oostende,3,0,H,0,0,D,12,4,5,1,9,13,10,2,3,4,0,0
B1,26/12/2022,17:15,Kortrijk,Genk,1,0,H,0,0,D,18,14,8,6,13,11,5,6,4,1,0,0
B1,26/12/2022,19:45,Charleroi,Anderlecht,0,1,A,0,0,D,9,9,2,2,13,8,3,0,2,1,0,0
B1,23/12/2022,17:30,Seraing,Eupen,0,1,A,0,0,D,8,15,1,5,9,16,4,9,3,1,0,0
B1,23/12/2022,19:30,Gent,Standard,0,0,D,0,0,D,21,1,5,0,12,12,13,1,0,5,0,0
B1,23/12/2022,19:30,Mechelen,Cercle Brugge,1,1,D,0,1,A,20,12,9,4,8,8,9,8,2,4,0,1
B1,13/11/2022,12:30,Club Brugge,Antwerp,2,2,D,1,0,H,9,11,5,6,11,11,3,4,4,2,0,0
B1,13/11/2022,15:00,Standard,St. Gilloise,2,3,A,0,1,A,10,13,5,7,10,17,8,4,3,4,0,0
